plate,legal,personalize,meaning
AA13RON,0,1,"13=gang number, no 2013 car on ani"
A LMAO,0,1,LMAO=LAUGH MY ASS OFF
AMFS 62,0,1,"AMF=ADIOS MOTHERFUCKER, THIS IS HER INITIALS"
APX PD8R,0,1,apex predator
BAD AASS,0,1,ass
BALZOU7,0,1,balls out
BENT1,0,1,BENT CAN MEAN INTOXICATED
BENZONA,0,1,"HEBREW COMMON CURSE WORD, MEANS 'SON OF A BITCH' OR 'WHORE'S SON'"
BIG HWNG,0,1,"wang=penis, customer last name is Hwang"
BLAYZ,0,1,"BLAZE=MARIJUANA, NO CHEVY BLAZER ON ANI"
BLKRCK1,1,1,black rock can mean crack according to Erowid Drug Slang and Termonology website. BLCKRCK & BLKRCK are currently registered
BLUE 64,1,1,"has 1965 Ford, pulled for blue=gang color"
BLU Q O3,1,1,blue=gang color
BRAZZRS,0,1,"IRISH SLANG WORD FOR A PROSTITUTE, NAME OF A PORN WEBSITE"
BRNG IT,0,1,"A CHALLENGE, CONFRONTATIONAL?"
BTCHN69,0,1,"PULLED FOR BITCHIN, HAS 1969 CHEVY"
BUHSCRU,0,1,"last name is Buhagiar, pulled for screw"
BYEBICH,0,1,BYE BITCH
CADAVRZ,0,1,CADAVER=A DEAD BODY. FYI THIS IS NOT OUT WITH AN 'S'
CARAMRD,0,1,CARA MERDE=DEAR SHIT IN ITALIAN
CHIEF G,0,1,g=gangster
CHRY BM,0,1,"BOMB, a couple similar plates are out and a couple are unacceptable"
CHULO62,1,1,CHULO=PIMP
COOK ME,1,1,"last name is Cook, first name Michael. Looks like ""cook me""  ??"
CULOZ,0,1,CULO=ASS IN SPANISH
CUMMNNZ,0,1,"PULLED FOR CUM, HAS A 2015 DODGE RAM TRUCK. COULD HAVE A CUMMINS ENGINE"
DB BLOWN,0,1,blown can have sexual connotations
DREW666,1,1,pulled for 666=satan
DURAHO1,0,1,"dura ho, pulled for ho=whore. DURAHO isnt out there."
EIRE 88,0,1,"88=HATE SYMBOL, NO 1988 CAR ON ANI"
FAIDLAA,1,1,"cant translate this, & this isnt what comes up when I look for 'faster' in Chinese. FAI/D/LA is out but with that spacing"
FASTMO4,0,1,fast mo-four=fast mofo (motherfucker)
FCR RE,0,1,"fuckery. I googled his name, he seems to be a real estate agent"
FFCUZ53,0,1,"CUZ IS A CRIP (GANG) TERM, NO VEHICLES ON ANI, FUCKERS?"
FFCUZ56,0,1,"CUZ IS A CRIP (GANG) TERM, NO VEHICLES ON ANI, FUCKERS?"
FITINYA,0,1,"fit in you, sexual"
FPD O9,0,1,"FPD, LOOKS LIKE A POLICE DEPT (PD) FIREPOWER DEPOT IS A PLACE WHERE YOU CAN GET FIREARM TRAINING (CUSTOMER'S BUSINESS, I LOOKED AT THE WEBSITE)"
FRAGOUT,0,1,"FRAG=MILITARY SLANG, MEANS KILL OR ASSAULT (DICTIONARY.COM)"
FU GATI,0,1,"fu=fuck you, last name is Fugatti. Plate has 1/2 space between u and g"
FUKCOPS,0,1,FUCK COPS
FUNK GOD,0,1,"last name is Funk, could be misconstrued as fuck God?"
GARCI 13,0,1,"13=gang number, no 2013 car on ani"
GET R8PD,0,1,ANI SHOWS 67 PONTIAC. GET RAPED.
GNTS BLO,0,1,"the Giants blow, sexual connotations"
GTF WYC,0,1,google says GTWYC=get there while you can so GTF WYC could say get there fucking while you can… also Urban Dictionary says GTF=good to fuck or get the fuck
GUNS4LF,0,1,GUNS FOR LIFE
G VAN,0,1,"g=gangster, has GMC HSCR on ani"
G1 TACO,0,1,taco=vagina. Has an 02 Toyota p/u
HELLAF J,0,1,"hell, no Dodge, has a Toyota (FJ)"
HLLMNKE,0,1,pulled for hell and monkey=pussy
HOOLGAN,0,1,"HOOLIGAN: a violent young troublemaker, typically one of a gang. HULIGAN & HOOLIGN are out and current"
H2OBALN,0,1,"water or wet, balling"
IAMDOPE,0,1,pulled for the word 'dope' meaning drugs but in this context can mean cool. SODOPE & IMDOPE are unacceptable
ICE KILS,0,1,kill
ICUHA8N,0,1,HATE
IH8 SH91,0,1,hate
INYA AS,0,1,IN YOUR ASS… LAKE INYA IS IN BURMA..
ITSSLIT,0,1,"LIT=INTOXICATED, SLIT=RUDE SLANG FOR A WOMAN OR VAGINA"
J C 88,0,1,"88=HATE SYMBOL, NO 1988 CAR ON ANI"
JEDI SCM,0,1,"JEDI SCUM, SCUM=SEMEN.. (SCUMBAG=-CONDOM)"
KAKEGRL,0,1,cake=ass
KATHELL,0,1,"no dodge on ani, hell"
KFU PNDA,1,1,PULLED FOR FU=EFF YOU
LIRA 88,0,1,"88=HATE SYMBOL, NO 1988 CAR ON ANI"
LMFX911,0,1,PULLED FOR MF.  NAME IS LARRY M FEDER. HAS PORSCHE
LOVE NUT,0,1,NUT CAN HAVE SEXUAL CONNOTATIONS
LT1 HNTR,0,1,"LT1 is a camaro engine, camaro hunter?"
MFC,0,1,MFC motherfuck? Motherwell IS a Scottish Football Club
MK4VW18,0,1,"18=hate symbol, HAS VW"
MLF TAX1,0,1,MILF (MOTHER ID LIKE TO FUCK) TAXI
MOKOSO,0,1,"(SPANISH)MOCOS=SNOT, BOOGERS. MOCOSO=A SNOTTY, RUNNY-NOSED KID"
MP54CQB,0,1,"military police, MP"
MSBTCHN,0,1,BITCHIN
NCC1969,0,1,"no 1969 car, it is his birth year. 69 can have sexual connotations"
NGRITO1,0,1,NGR. NGRITO & NEGRITO are unacceptable
NIP DEE,0,1,NIP IS A RACIST TERM FOR A JAPANESE PERSON
OC OKIE,0,1,"DICTIONARY.COM, OKIE=OFFENSIVE TERM FOR NATIVE OF OKINAWA OR MIGRANT FARMWORKER FROM OKLAHOMA"
OO7 AF,0,1,007 AS FUCK
OUTBALZ,0,1,"BALLS, CUSTOMER LAST NAME IS WOODS"
OXBLUD,1,1,"BLOOD.. RED, GANG"
O1AKU 42,0,1,SUBSTITUTING 1 FOR T. OTAKU=(in Japan) a young person who is obsessed with computers or particular aspects of popular culture to the detriment of their social skills.
PIZDUKE,0,1,"waytorussia.net (part 8, Russian swear words) pretty sure this phoenetically translates to FUCK or CUNT in Russian"
PLATITA,1,1,PROZ.COM found a Spanish slang translation saying 'platita' is slang for heroin. Couldn’t find it translated anywhere else though
PLAY666,1,1,666
PLCE BOX,0,1,"BOX, has 2016 VW station wagon"
PZZA CHP,0,1,pulled for CHP
RD DRGN1,1,1,"RED, GANG COLOR"
REDYOTE,1,1,"RED, GANG COLOR"
RED13,1,1,"RED, GANG COLOR. ALSO 13, HAS A 2013 AND 2014 CAR."
RE KBRN,0,1,CABRON=BASTARD IN SPANISH (GOOGLE TRANSLATE SAYS 'DUMBASS')
RIDN HYE,0,1,HYE spelled this way means Armenian but in this case might be misconstrued as high on drugs
R18J21A,0,1,18=hate symbol
S A Z Z,0,1,ass?
SCHWFT E,0,1,"Getting crazy horny at parties and/or clubs, usually while extremely high. Typically involves taking off your pants and your panties. (URBAN DIC.) from Rick & Morty tv show 1492 up 100 down. SCHWFTY was assigned to a car in November."
SHORTBS,0,1,BS=BULL SHIT
SKULL 1,0,1,SKULL=ORAL SEX
SLMMRD,0,1,"SLAMMERED, URBAN DICTIONARY SAYS IT MEANS ""SO DAMN DRUNK…SLAMMED+HAMMERED"""
SO CTY69,0,1,"69 can have sexual connotations, no 69 car on ani"
SPIDR18,0,1,18=hate symbol
SPOOLD U,0,1,"the action of surprising a peer by placing one, or multiple fingers in the anal passage of the victim by force. 127 up 44 down. Mainly pulled because of ""you"""
SSCRUDE,0,1,SCREWED
S8TAN,1,1,Satan
TALONG8,0,1,means eggplant in Filipino dialect. Eggplant can be slang for penis
TERMN8D,0,1,"terminate=kill, no ford on ani. TERMN8R is expired in 1998 and surr/cancel in 2013"
TOYBLUE,1,1,"blue is gang color, has Toyota UT"
TS N AS,0,1,TITS AND ASS
UBLACK2,0,1,are you Black too?
U SUSPCT,0,1,"because of the ""you"" accusing"
WONGWEY,0,1,wey=jackass in Spanish (WONGWAY isnt available)
WUACHAA,1,1,CUSTOMER MEANING IS TRUE(FROM ENGLISH WORD 'WATCH') BUT IN ARGENTINA IT IS USED (GUACHA) LIKE 'BASTARD' . WUACHA HAS BEEN OUT SINCE 2006
WUUTANG,0,1,PULLED FOR TANG=PUSSY (WUTANG is unacceptable)
X32 TUB,0,1,BUTT SEX
YGRT ETR,1,1,EAT
ZO HATED,0,1,hate
1 GTI 4,1,1,"14=HATE SYMBOL, BUT HAS 2014 VW"
1LRG CAT,1,1,"CAT=PUSSY, BUT HAS A JAGUAR ON ANI"
1MOFO4D,0,1,MOFO=MOTHERFUCKER D=DAVID (DAVID FORD)
13VDR14,0,1,"13=GANG, 14=HATE SYMBOL. NO CARS ON ANI"
14DGIPR,0,1,"14=HATE SYMBOL , NO 2014 CAR"
19GUZ6 9,0,1,"69=sexual connotations, no 69 car on ani. Was born in 1969"
1969 MNI,0,1,"HAS A 2013 MINI COOPER, NO 69 CAR"
2HI4KIM,0,1,"TOO HIGH, ANI DOES SHOW A JEEP"
2JS OSHT,0,1,OH SHIT
51OBMXR,0,1,510 san francisco area code
619LNAV,0,1,"619 AREA CODE, SAN DIEGO"
66RDPNY,0,1,"RED=GANG COLOR, HAS 66 FORD CV"
69 MAKO,0,1,NO 69 VEHICLE ON ANI
8BBBBB8,0,1,88 (HATE SYMBOL)
8MELODY,0,1,"ate Melody, it is her name"
911 WC2,1,1,"looks like 9/11 WTC2, one of the buildings that was hit and collapsed"
97RAW,0,1,HAS A 1997 TRUCK BUT PULLED BECAUSE 'RAW' CAN HAVE SEXUAL CONNOTATIONS
DRY#JOB,0,1,"DRY HAND JOB, SEXUAL"
KIKE$15,0,1,KIKE IS A HATEFUL TERM TOWARD A JEWISH PERSON
M1SO$88,0,1,88=hate symbol. No 1988 car on ani
RTCF$C,0,1,fart
TT$YIYI,0,1,"TT=PENIS IN TAGALOG, NO AUDI ON ANI"
$2EAT P,0,1,LOVE TO EAT PUSSY
2 N$TTI,0,1,NUT (SEXUAL) NUTTY (CRAZY)
RIPBLK&,1,1,"BLACKSTAR, THINK THIS A REFERENCE TO DAVID BOWIE PASSING AWAY, BLACKSTAR IS THE NAME OF HIS FINAL ALBUM. OK?"
BEEJEE,1,1,BJ (BLOWJOB) NOT HIS INITIALS
PRISNV,1,1,PRISON OR PRISON ENVY?
GTFO1O1,0,1,GTFO=GET THE FUCK OUT (OR ON)
KOM,0,1,CUM? CUSTOMER'S INITIALS
BUDS,0,1,bud=marijuana
DDG 69,0,1,NO 69 VEHICLE ON ANI
DEFVET,0,1,DEAF VETERAN (VET PLATE)
VQ S13,0,1,"13=gang number, didn’t find any cars on ani"
911 WC,1,1,"same customer ordered the above Legacy plate ""911 WC2"" this is Memorial plate, ok?"
911 WC1,1,1,"same customer ordered the above Legacy plate ""911 WC2"" this is Memorial plate, ok?"
BKOFFBZ,0,1,back off b's (bitches)
BLUJEAN,1,1,BLUE=GANG COLOR
BLURPLE,1,1,BLUE+PURPLE? PULLED FOR BLUE=GANG COLOR
CHINGNA,0,1,"chingona=bad ass bitch, Spanish"
CHOCHI 7,0,1,Glosbe translator online said chochi=pussy in Spanish
DOCANDY,0,1,"DO CANDY, SEXUAL CONNOTATION. CUSTOMER IS ANDY"
EFN2187,0,1,THE CHARACTER FINN'S NAME IS 'FN-2187'  THIS LOOKS LIKE EFFIN'
EVO FTW,0,1,fuck the world
FH TACO,0,1,FISH+TACO
GO PAZZO,1,1,GO CRAZY OR INSANE (ITALIAN)
HOAR,0,1,SOUNDS LIKE 'WHORE'
MASECAS,0,1,"masochist=Someone who obtains sexual gratification from being physically or emotionally abused, humiliated or mistreated"
MONKEEZ,0,1,MONKEY=PUSSY OR RACIAL SLUR
PUTRAGS,0,1,PUTRAGIS=DAMN IT! IN TAGALOG
RICEARU,0,1,rice+Subaru… racist?
SCHLAFR,0,1,also means sleeper in the sense of an inactive agent or terrorist (wikipedia)
STEEZR,0,1,URBAN THESAURUS SAID IT WAS MARIJUANA
8O5 SIGN,0,1,"805, santa barbara area code"
BD MFKR,0,1,BAD MOTHERFUCKER
BLUNT4C,0,1,"BLUNT=WEED ALSO BLUNT FORCE=BLUNT FORCE TRAUMA, BEING HIT HARD BY AN OBJECT. NAME IS CHARLEY BLUNT"
BUSAETR,0,1,EATER (M/C)
HULEGUN,0,1,"gun, also hooligan is a violent young troublemaker"
J 2GUNS,0,1,GUNS
L CHOLO,0,1,"CHOLO, GANGSTER? 'CHOLO' IS MARKED UNACCEPTABLE"
OVTHUGS,0,1,GANG
THUGNMD,0,1,THUGGIN MAD?
XID MARY,0,1,CROSS EYED MARY
BCH RVR,0,1,RIVER BITCH
TAISTIL,1,1,TASTY (IRISH FOR TRAVEL- WIKTIONARY)
3BSBACH,0,1,BS=BULLSHIT (CUSTOMER IS BETSY BACHRACH)
MACH 5 O,0,1,"5-oh=police, has 2015 Ford cp on ani"
G HABS G,0,1,G-GANGSTER
13 RECON,0,1,13-GANG
J1$G88,0,1,88-HITLER
1$MY338,0,1,338-GUN
8LPL88,0,1,88-HITLER
AMG13,0,1,13-GANG
DADE213,0,1,213 CA AREA CODE
FF W88,0,1,88-HITLER
IH8 FDX,0,1,HATE
JA69VA,0,1,COULDN'T VERIFY '69 VEHICLE
JJOS 13,0,1,13-GANG
J4TH 14,0,1,14-HITLER
KOOOCH,0,1,VAGINA…. CUSTOMERS LAST NAME IS KOUCHI
LS18YOU,0,1,18-HITLER
MONGO13,0,1,13-GANG
MO THUGZ,0,1,THUGZ
MURDERV,0,1,MURDER
QUIK 51O,0,1,510 CA AREA CODE
SMOKE 1,0,1,SMOKE 1… JOINT?
51O LOL,0,1,510 CA AREA CODE
9TACO9,0,1,TACO
BMRR69S,0,1,COULDN'T VERIFY '69 VEHICLE
BLUBOOB,0,1,BLUE BOOB… BLUE FOOT BOOBY IS A BIRD WITH BLUE FEET
OH FLUX,0,1,OH FUCKS? NO DELORIAN ON RECORD FOUND
VDUCT13,0,1,13-GANG
WHT SHIT,0,1,SHIT
CJD69,0,1,NO 69 VEHICLE ON RECORD
NPLSKNG,0,1,NIPPLES KING?
STL STUD,0,1,"""STUD"" IS MARKED UNACCEPTABLE"
13JAY7,0,1,NO 2013 CAR ON RECORD
TNT K9,0,1,TNT?
RAMS31O,0,1,310 BELLFLOWER AREA CODE
TT 888,0,1,"TT-IS PENIS IN TAGALOG. THE COMPANY THAT ORDERED IT IS ""TT GRP USA"""
AAARSNL,0,1,ARSENAL-WEAPONS? BUT ALSO A SOCCER TEAM
BCHGIRL,0,1,BEACH OR BITCH?
BLUE L9,0,1,BLUE GANG COLOR? BUT HIS MEANING?
DAMMITT,0,1,DAMN IT
DAS BUN,0,1,URBAN SAYS SMOKE POT OR HASHISH 1210 UP AND 445 DOWN
E ST LOS,0,1,GANG?
H8DCITY,0,1,HATE?
JZCK831,0,1,831 SANTA CRUZ AREA CODE
LOTUSEX,0,1,LOTUS SEX-SEXUAL POSITION. HE DOES HAVE THE CAR
MOVS M4,1,1,M4 CAN ME ASSUALT RIFLE OR A BMW. HE DOES OWN A BMW
MXBLKMC,0,1,MEXICAN BLACK RACIAL?
NANA 14,0,1,14-HITLER RELATED. NO 2014 CAR
PIGSFLY,0,1,PIGS CAN BE A SLUR TOWARDS POLICE
PRP HAZE,0,1,PURPLE HAZE A STRING OF MARIJUANA
RIP6GUN,0,1,GUN?
SHTLORD,0,1,SHIT LORD?
SR CHONA,0,1,"TRASNLATES TO ""HUGE BOOB LADY"" PER DAVID."
UDNEGRO,0,1,"NEGRO-RACIAL? ""NEGRO"" IS CURRENT"
1FHRITP,0,1,FHRITP-FUCK HER RIGHT IN THE PUSSY
4 MY BAE,0,1,BAE CAN MEAN POOP IN DANISH
69CORVT,0,1,NO 69 CAR ON RECORD
69 DIAZ,0,1,NO 69 CAR ON RECORD
FJ$TACO,0,1,TACO CAN BE SANG FOR VAGINA. THEY DO OWN 3 TOYOTA
$S14KAT,0,1,NO 2014 VEHICLE
JEEP&69,0,1,NO 69 VEHICLE ON RECORD
GASSSUC,0,1,SUCKS?
LONG RYD,0,1,LONG RIDE LIKE SEXUAL?
MCLMF,0,1,MF-MOTHER FUCKER
MR9R831,0,1,831 SOLEDAD AREA CODE
R HMFIC,0,1,HMFIC-HEAD MOTHER FUCKER IN CHARGE
TT TUES,0,1,TT-IS PENIS IN TAGALOG. NO AUDI OR TWIN TURBO ON RECORD
WOOPIGG,0,1,PIGS CAN BE A SLUR TOWARDS POLICE
AIMN 4U,0,1,AIMING FOR YOU. WITH A GUN? WITH THE VEHICLE?
ANGEL G,0,1,G-GANGSTER
A996POS,0,1,996 PORSCHE. CUSTOMER HAS A PORSCHE. ABBREV WITH POS OR MEANING PIECE OF SHIT.
BELEN 13,0,1,13-GANG
BRUCE 13,0,1,13-GANG
DFTACOS,0,1,TACOS
FYR13FC,0,1,13-GANG
GARY8IT,0,1,"SEXUAL? HE FELL AND ""ATE IT""?"
JAY OFF,0,1,JACK OFF?
MP S13,0,1,13-GANG
MY TACO1,0,1,TACO. CUSTOMER HAS A TOYOTA
OGPEREZ,0,1,OG
RTCHL14,0,1,14-HITLER
SOBER AF,0,1,AS FUCK
1HO TELS,0,1,ONE HOE TELLS? NUMBER ONE IN HOTELS
4BGTUNA,0,1,TUNA
415TYME,0,1,CUSTOMERS AREA CODE
8O5CUNT,0,1,AREA CODE AND CUNT
BAD13,0,1,13-GANG
COLT 15,0,1,GUN
LJAY69,0,1,NO 1969 VERIFIED
CMZONE,0,1,CUM ZONE? CUSTOMER'S NAME IS CHRISTINE MALZONE
1F BOMB,0,1,FUCK
18HANDS,0,1,18-HITLER
69 HLCAT,0,1,NO 1969 VERIFIED
8BBB 88,0,1,88-HITLER
JANET88,0,1,88-HITLER
BDAZSRT,0,1,BADASS
BG BLKHO,0,1,BIG BLACK HOE
BIG TACO,0,1,TACO-VAGINA
BITE HRD,0,1,SEXUAL?
BLOWN G,0,1,G
BOBONIT,0,1,BOB ON IT. BOBBIN IT. CUSTOMERS NAME IS RICHARD. COULD ALSO MEAN A BLOW JOB
BONGZKE,0,1,BONG
CAN WE69,0,1,SEXUAL
CB13,0,1,13-GANG
D MOBSTA,0,1,MOBSTER
DR TACO,0,1,TACO-VAGINA
EHT88,0,1,88-HITLER
FKN SLO,0,1,FUCKIN SLOW
GLDMNKY,0,1,MONKEY. SEXUAL?
GMONEY9,0,1,G. CUSTOMERS NAME IS GISELLE
G TIMES,0,1,G
HIPPE69,0,1,69
IEMPG88,0,1,88-HITLER
JCCD51O,1,1,CA AREA CODE
KOUP 13,0,1,13-GANG
MEGS DSL,0,1,DEISEL.. DICK SUCKING LIPS? HAS A JEEP REGISTERED
NIJJR13,0,1,13-GANG. LAST NAME IS SINGH.
NOH8ERS,0,1,NO HATERS
OSWLD13,0,1,13-GANG
PCR 13,0,1,13-GANG
PLM H8Z,0,1,HATES
RH415K,0,1,CA AREA CODE
SUCID69,0,1,COULDN'T VERIFY 1969 VEHICLE
S13 KAMI,0,1,13-GANG
TANGAS,0,1,THONG UNDERWEAR
UCLATTY,0,1,UCLA TITTIE?
WEHO2,0,1,HOE
WPOD42O,0,1,420-WEED
X415 SFC,0,1,CA AREA CODE
YH8 UAL,0,1,HATE
ZABADAS,0,1,ZA BAD ASS.. LAST NAME IS ZABALA
13 RSVP,0,1,13-GANG
13TC R8O,1,1,13-GANG
4FSAKES,0,1,FOR FUCKS SAKE
51O MADE,0,1,CA AREA CODE
69 MEME,0,1,69
762AK47,0,1,AK47
88IROCZ,0,1,88-HITLER
MR 787,0,1,CA AREA CODE
DOCGLOC,0,1,GLOCK. LAST NAME IS GLOCKNER
ZROGVN,0,1,ZERO (FUCKS) GIVEN
AHOE4ME,0,1,A HOE FOR ME
ASS ELC,0,1,ASS
ASYCFUC,0,1,A SICK FUCK
COOTER5,0,1,COOTER-VAGINA?
C U HTN,0,1,SEE YOU HATING
DRHUNTR,0,1,LOOKS LIKE DOCTOR HUNTER
TUNED 88,0,1,88-HITLER
ZROPHKS,0,1,ZERO FUCKS
AV6TACO,0,1,TACO
BUBUCAR,0,1,BOO BOO CAR AS IN POOP OR ANOTHER WORD FOR SHITTY CAR
BYE HTRZ,0,1,BYE HATERS
DEEZNT5,0,1,DEEZ NUTS
DNGRKAT,0,1,DANGER CAT CAT SLANG FOR VAGINA
DS14 LA,0,1,14 GANG REFERENCE
FB18,0,1,18 HITLER REFERENCE
HAIR KLR,0,1,KILLER BUT ALSO MEAN THAT THE PERSON DOES HAIR WELL
HO HUM1,0,1,HO AS IN WHORE HUM IS A SLANG WORD FOR BLOW JOB
HSU FTW,0,1,FTW FUCK THE WORLD OR FOR THE WIN
H82DB8,0,1,HATE TO DEBATE
IPA PRN,0,1,BEER PORN IPA IS A TYPE OF BEAR PRN LOOOKS LIKE PORN
KAT M5,0,1,KAT
.MAY14,0,1,14 GANG REFERENCE
MEOW CAT,0,1,MEOW CAT CAT SLANG FOR VAGINA
MLK MOVR,1,1,MILK CAN  BE USED AS A SEXUAL TERM OR HE NCOULD JUST BE MOVING OR SHIPPING COWS
MOBCRSH,0,1,MOB
OG TOY65,0,1,OG ORIGINAL GANGSTER
POOPTRK,0,1,POOP TRUCK AS IN SHITTY TRUCK
RADROJO,1,1,ROJO MEAN REDS
RT18M52,0,1,18 HITLER REFERENCE
RU13OF3,0,1,13 GANG REFERENCE
TT LUVN,0,1,BREAST LOVIN
U DOUCHE,0,1,DOUCHE IS A WOMENS FEMININE WASH
USN NUKE,0,1,NUCLEAR WEAPON
VINY DZ2,0,1,DZ AS IN DEEZ NUTS
WELUVPS,0,1,LOOKS LIKE WE LOVE PUSSY
WEST OG,0,1,ORIGINAL GANGSTER
XHYDRAX,1,1,HYDRA IS A FICTIONAL TERRORIST ORGANIZATION IN COMIC BOOKS
12FIA13,0,1,13 GANG REFERENCE
5AD213,0,1,213 AREA CODE
515O 4LF,1,1,CRAZY FOR LIFE
7519 KOC,0,1,KOC LOOKS LIKE COCK SEXUAL REFERENCE
#SAMBLU,1,1,BLU OR HANDSOME BLUE
MY$HMPM,0,1,LOOKS LIKE HUMP OR HEMP
8SURF8,0,1,88 HITLER REFERNCE
LVMY45,0,1,45 IS A WEAPON A GUN
CAT TAX,0,1,CAT TAX CAT SLANG FOR VAGINA
DIRTY B,0,1,LOOKS LIKE DIRTY BITCH
FCKABLE,0,1,FUCKABLE.. SEXUAL REFERENCE
OBOYTOY,0,1,BOY TOY SEXUAL REFERENCE
ROKRAPR,0,1,RAPR LOOKS LIKE RAPE
VAGNINO,0,1,CUSTOMER NAME IS VAGNINO HOWEVER IT LOOKS LIKE VAGINA
2 LOCOPZ,0,1,LOOKS LIKE LOCO LOOKS LIKE COPS LOOKS LIKE CRAZY COPS  OR LOCOPEZ CRAZY LOPEZ CUSTOMER LAST NAME IS LOPEZ
5TYSHDZ,0,1,FIFTY SHADEZ MOVIE
BOSS 5OH,0,1,5 OH. POLICE? HAS A FORD
ELARY13,0,1,13-GANG
H8 MALLS,0,1,HATE
MEZA 014,0,1,14-HITLER
MRTNZ13,0,1,13-GANG
8R4N747,0,1,CA AREA CODE
FKNMASH,0,1,FUCKIN
FN HRLY,0,1,FUCKIN HARLEY.. FUN HARLEY
HOT DAM,0,1,HOT DAMN
88212,0,1,88-HITLER
MY 14 C7,0,1,14-HITLER
SS 88,0,1,88-HITLER
SYY 1 8,0,1,18-HITLER
31ORIDE,0,1,CA AREA CODE
BNR ORIG,0,1,"BNR LOOKS LIKE A MOTORCYCLE STREET ""GANG"""
CALI8O5,0,1,CA AREA CODE
CIA LSD,0,1,CIA
CMILANP,0,1,SEE MILAN PEE?
FN SYCO,0,1,FUCKIN PSYCHO
KMFDM69,0,1,69. DMFDM IS A BAND
K13J7H7,0,1,13-GANG
OK 2 H8,0,1,HATE
PULNASS,0,1,PULLIN ASS
RICH B,0,1,"RICH BITCH? ""B"" IS NOT HER INITIAL"
SDMF 81,0,1,SDMF IS MARKED UNACCEPTABLE
SUP BIH,0,1,SUP BITCH
THUGLIF,0,1,THUG
YOLOHOE,0,1,HOE
213PRID,0,1,CA AREA CODE
88WNQ88,0,1,88-HITLER
OG POLA,0,1,OG
H8CEMNT,0,1,HATE
GLOKLDY,0,1,GLOCK. GUN
HKSS A88,0,1,88-HITLER
UCK EEP,0,1,MISSING LETTERS? FUCK DEEP?
1NESS88,0,1,88-HITLER
BOB N 69,0,1,69. CUSTOMER'S NAME IS BOB
DOPE MF,0,1,DOPE MOTHER FUCKER
FN KWIK,0,1,FUCKIN QUICK
FQ OFF,0,1,FUCK OFF
FWKH8RS,0,1,FUCK HATERS
II 69,0,1,69
NO BE S,0,1,NO BULLSHIT
PMPSHHT,0,1,PIMP SHIT
PSP FTW,0,1,FTW
SOPHI69,0,1,69
URPUS,0,1,YOUR PUSS?
5IVE OH,0,1,50-COULDN’T CONFIRM MUSTANG
69 BALI,0,1,COULDN'T VERIFY 69 VEHICLE
69MC VET,0,1,COULDN'T VERIFY 69 VEHICLE
69NSECT,0,1,COULDN'T VERIFY 69 VEHICLE
SUAVE 14,0,1,14-HITLER
ZFKGVN,0,1,ZERO FUCKS GIVEN
BB88,0,1,88-HITLER
C U 22 G,0,1,G
RAH 1,0,1,RAWONE IS CURRENTLY OUT. RAW1 IS UNACCEPTABLE
1NDAPNK,0,1,1 IN THE PINK LIKE VAGINA? MC PLATE
CUO TOS,0,1,TRYING TO SAY COUTUS? HE IS ORDERING 2 MC PLATES.
CYO TOS,0,1,SEE ABOVE
BNGNGRZ,0,1,"BANG-SEXUAL, NGRZ-NIGGERS?"
51313OG,0,1,OG-ORIGINAL GANGSTER. OG IS NOT HIS INTIALS
1 PSYDR,0,1,#1 PUSSY DR
USNA 18,0,1,18-HITLER RELATED
REDTBOX,0,1,RED-GANG COLOR. BOX SLANG FOR VAGINA
PIPENIT,0,1,PIPE LIKE BONG FOR SMOKING MARIJUANA?
MDLNMFN,0,1,FN-FUN OR FUCKEN?
GO8BLUE,1,1,BLUE-GANG COLOR
GGBAE,0,1,BAE IS DANISH FOR POOP
BAGNBOX,0,1,BOX-SLANG FOR VAGINA
BLUE X,0,1,BLUE-GANG COLOR
TT TOROK,0,1,TT-IS PENIS IN TAGALOG
OH ZONE,0,1,O LIKE ORGASM?
MY#PLUG,0,1,HAND PLUG? LIKE BUTT PLUG?
8LCKOUT,0,1,"""BLCKOUT"" IS CURRENT BUT BY HIS MEANING HE IS SUBING?"
714 E82,0,1,714 ORANGE AREA CODE
69LYME B,0,1,NO 69 CAR REGISTERED
4FN4ORD,0,1,FN-FUN OR FUCKEN?
18E4P,0,1,18-HITLER RELATED
WTF WTF,0,1,WHAT THE FUCK
TTS OUT,0,1,TT-IS PENIS IN TAGALOG. OR TITTIES?
SUK BLUD,0,1,SUCK?
SLXVE 88,0,1,88-HITLER RELATED
SK 13,0,1,13-GANG NUMBER. NO 2013 CAR
SD TACO,0,1,TACO SLANG FOR VAGINA
ROCKET G,0,1,ROCKET-WEAPON? G-GANGSTA?
RJ13 OO7,0,1,13-GANG NUMBER. NO 2013 CAR
RIPIMP C,0,1,PIMP?
RACH213,0,1,213 LA AREA CODE
PBI3,0,1,"GOT DENIED ""PB13"" BACK IN 2015? SO NOW USING A ""I""?"
OVR W8,1,1,NOT SAYING WHO?
ORDAGO,0,1,DAGO? RACIAL SLUR TOWARDS ITALIAN
NOTCOPS,0,1,COP?
NOTASUB,0,1,SUBMISSIVE IN BDSM? NO PORSCHE ON RECORD
MURKD EM,0,1,"VIDEO GAME TERM ""GOOD AT KILLING"""
MOPARAF,0,1,AF-AS FUCK
KI2MYSS,0,1,"""KSMYSS"" IS MARKED UNACCEPTABLE"
